Month,Temp_Min_C,Temp_Max_C,Temp_Avg_C,Rainfall_Total_mm,Rainfall_Seasonal_mm,Humidity_%,Solar_Radiation_MJ_m2_day,Sunshine_Hours_hh_mm,Wind_Speed_kmph,Evapotranspiration_mm_day,Dew_Point_C,Heat_Stress_Days,Frost_Days,Soil_Type,Soil_pH,EC,Organic_Carbon_%,Soil_Moisture_%,Sand_%,Silt_%,Clay_%,Soil_Depth_cm,Water_Holding_Capacity_%,Nitrogen_kg_per_acre,Phosphorus_kg_per_acre,Potassium_kg_per_acre,Zinc_mg_per_kg,Iron_mg_per_kg,Copper_mg_per_kg,Manganese_mg_per_kg,Sulfur_kg_per_acre,Irrigation_Frequency_Level,Water_Quantity_liters_per_acre,Irrigation_Method_Type,Groundwater_Level_meters,Water_Quality_Category,Planting_Date,Harvesting_Date,Crop_Duration_Days,Seed_Rate,Row_Spacing_cm,Row_Gap_cm,Plant_Density,Intercropping,Weed_Control,Soil_Condition_At_Planting,Planting_Method,Mulching,Fertilizer_Split,Drainage_Condition,Variety,Germination_%,Tillering_Count,Cane_Height_cm,Cane_Diameter_cm,Internode_Length_cm,Brix_Value,Disease_Type,Disease_Severity,Pest_Level,Pesticide_Usage,Fertilizer_Type,Fertilizer_Quantity,Application_Timing,Machinery_Use,Labor_Input,Latitude,Longitude,Altitude_m,State,District,Tehsil,Agro_Cluster,Khasra_No,Sugar_Mill,Region,Year,Season,Growth_Stage,Yield_Quintal_per_Acre
Dec,12.688510859851224,22.374778906750002,16.037969919290962,1345.0748692486418,501.40495650033205,59.568001646773226,28.046747454666153,9:34,12.191029785302831,3.94914504035363,14.673132676573694,2.0,3.0,,6.136929198010528,0.5532491097338248,1.4010812199846676,16.521515200769517,50.73269963976527,35.178154329074694,21.947441065110624,195.85345650621136,55.21367426285672,80.87791249552625,105.74157761834648,54.31115702138602,4.763230158152472,3.7845971063102786,2.4684519067645594,6.9337140992720245,24.074520570310582,High,505.39316237451726,Drip,8.352288241730438,Moderate,2020-04-07 05:04:07,2021-08-24 08:15:22,311.0,5.611864303513249,101.19932010263398,143.32219886480524,70685.65095378787,Yes,Manual,Dry,Paired Row,Yes,Split,Moderate,Co0238,75.39935072532714,20.0,339.214679944984,2.3115395141741417,22.077345659637857,17.46459293100594,None,Medium,Medium,2.8568318018191774,Organic,,Early,No,17.37429283167476,29.94754977738058,78.12933006629727,242.19835671616102,Uttarakhand,Haridwar,Khanpur,PiranKaliyar_Cluster,4827.0,Uttam Sugar Mills Ltd,Uttarakhand,2023.0,Rabi,,104.95834166719386
Feb,26.00392885105841,35.751374749794294,29.402208055712848,1585.6110566866735,1017.5456897918986,86.99698858856067,18.00867823792502,5:53,2.0563798129297197,2.123848899475198,12.04807416006554,9.0,8.0,Loamy,8.377657574307245,0.7400162859521917,1.0988230803829635,15.05358856936699,34.95896373587479,12.110700880388162,37.26375916212212,58.92002729328295,33.3739820585472,148.70501295534424,35.02388905740555,167.66119051426284,1.6045770736600948,4.098904058496987,1.754280307667748,7.651929364221807,10.995007074388237,Medium,862.9466671534162,Drip,5.3271013765176445,Moderate,2023-07-07 20:07:36,2021-01-12 01:24:20,340.0,8.958785746522805,62.82947644680356,96.18400304331037,141374.73688611243,No,Chemical,Dry,,No,Single,Good,Co98014,84.90756457088946,12.0,315.65435950950643,2.315695947454912,22.767653555251396,,Red Rot,Low,Low,4.746879681960277,Organic,103.7296328021235,Late,Yes,11.239208121957187,30.004037626707454,78.28185834724518,261.47659953711354,Uttarakhand,Haridwar,Khanpur,PiranKaliyar_Cluster,1479.0,Uttam Sugar Mills Ltd,Uttarakhand,2019.0,Rabi,Early,328.9999012969556
Mar,19.538714722691914,29.1855443327409,25.105617954093383,1538.361410928022,,50.39443335286426,15.068065701164784,9:01,14.400948115750753,6.233958867468019,10.06703331998705,22.0,2.0,Alluvial,6.302778846733254,2.075828186628376,0.9415399955705457,31.918170971709692,39.20579520189755,30.769719235032316,26.403985680872793,158.59156190596167,32.38391901648572,129.47214094646122,56.862859935256424,61.70951563291146,2.025934609906394,4.477339558274392,1.3538646369668252,4.643756094552473,27.78107100739238,Low,859.2858346968779,,3.134376019313391,Good,2023-01-17 15:01:25,2022-06-25 06:32:40,331.0,,99.12700318230961,130.62878031665832,85364.19796522227,Yes,Manual,Moist,Circular,Yes,Single,Moderate,Co0238,93.47933684577833,21.0,252.49345983754807,3.0406093173404756,18.896474794375212,22.890716328563656,None,Medium,Medium,6.26866421588811,DAP,217.49809266802535,Early,No,39.48911159996104,29.85868305616147,78.04547982696867,321.06348564160885,Uttarakhand,Haridwar,Haridwar,Jwalapur_Cluster,2559.0,Uttam Sugar Mills Ltd,Uttarakhand,2018.0,Rabi,Early,320.30589991970163
Apr,29.358294985445752,39.21925176715637,32.72040654974918,1529.4907371283293,475.0917277812058,86.10771911689838,27.033965370160637,7:34,13.311929434639312,5.290229381891019,20.06677432197307,8.0,0.0,Alluvial,7.0543221681975705,1.2811647258969436,0.6595836946728869,19.381007536227518,42.594178241632726,29.504732440446062,24.02701149930863,186.97432571042108,51.354145799534635,85.27736735687657,58.29641926492741,108.7079666455073,3.1643173832323233,2.826254505687264,0.3756227617402971,1.8351263255641417,11.255697653102782,Low,664.745139448879,Drip,16.023029255038235,Moderate,2023-06-09 02:05:12,2021-09-26 03:57:41,318.0,6.602667180812023,81.73047898316338,80.2914099326834,110993.93056416918,Yes,Chemical,Moist,Circular,No,Split,Poor,Co0238,84.99285346827628,10.0,260.24322476626287,3.1857137244619165,15.024132484880882,20.104305567083905,None,High,Medium,1.1666104844789538,Urea,212.2234213614453,Late,No,38.44013626794428,30.072956413148738,78.09676534211332,249.98597125805864,Uttarakhand,Haridwar,Khanpur,Dhanauri_Cluster,8869.0,Uttam Sugar Mills Ltd,Uttarakhand,2023.0,Rabi,Mid,194.31359417247074
Mar,18.63583466184111,30.624374937823507,22.755365671408512,1335.7343266446878,1154.9200574489473,73.47557269702018,18.567003920835447,8:55,7.688036931371653,2.67149489730153,21.94742609086665,29.0,6.0,Alluvial,7.385000358731058,0.4957322136700306,0.9497272965141295,18.061764559761446,56.471036975210794,16.304450168177016,37.76739866077122,76.15993813004103,55.811255944127474,224.02552440345406,68.5268076076355,163.307040841401,1.621730336271153,9.77754883075379,0.23813184875121893,3.4737064655679775,28.72624674631846,Medium,1436.2253216215197,Sprinkler,13.481630160646537,Good,2023-01-20 05:43:44,2024-12-27 09:26:24,385.0,8.691368320437181,61.169288925254065,105.89906299032705,96395.36895895159,No,Manual,Moist,Straight Row,No,Split,Good,Co0238,76.82606816259153,9.0,217.80497357200935,2.1018635815020397,18.457973325654446,22.826678023615443,Red Rot,Low,Medium,0.6162334570021943,Urea,194.07222136878752,Early,Yes,,30.021679036368717,78.03297722512879,265.20773415412583,Uttarakhand,Haridwar,Khanpur,Narsan_Cluster,8194.0,Uttam Sugar Mills Ltd,Uttarakhand,2021.0,Kharif,Late,430.4091136635032
Apr,32.23453618357626,,,1190.6921997791942,1199.7558650969559,50.542483824178824,29.085870273557227,5:28,10.40007845216844,6.903804301228684,12.18947269805469,10.0,9.0,Clay,8.119926115894257,1.8890309423004914,1.3189141247824836,14.98242778159688,41.38012708208045,23.0991368709287,35.139216993560254,137.22507963222517,50.657229142074044,80.52556327864808,71.32371789178941,124.59043605699863,3.287912814169199,6.815036572987818,2.7310909212520804,1.4107802889680061,17.635332641447544,High,1168.2156945416018,Drip,2.4630746253335776,Moderate,2022-04-09 22:17:50,2023-04-15 23:13:10,252.0,,109.42029043708871,128.3514382402016,77766.87916024975,Yes,Chemical,,Paired Row,No,Single,Moderate,Co0238,81.66503053690224,20.0,296.0398000508163,2.530260622382044,12.520802631324292,18.129487186611357,Red Rot,Medium,High,,DAP,197.23742891387727,Mid,Yes,24.04894184163918,30.15480939822043,78.08963192806863,318.29906708263076,Uttarakhand,Haridwar,Khanpur,Landaura_Cluster,3299.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Kharif,Mid,146.35296814780367
Aug,24.307226585256767,33.87577736964639,30.518771364211858,1146.2795350640317,748.6625873761681,53.82924829143773,20.001966426887343,8:44,9.358197380747582,5.804851976625948,24.880398996665,21.0,6.0,Alluvial,7.030341072572675,0.6829016272663322,,39.34667349424498,44.694965934542694,29.393821398174264,17.32271641376871,54.880187289452806,50.744352796752814,113.38500332830428,57.43830853754792,110.30681383005046,3.8410536957273167,9.104041427996494,0.6325913785544914,4.879649729946271,29.154461991462533,High,1898.3941174304064,Sprinkler,7.003440285743963,Good,2021-07-08 06:19:03,2023-01-07 21:26:28,351.0,,115.16011679173292,83.93813924230163,63527.55393469853,Yes,Manual,Wet,Circular,No,Split,Poor,CoJ64,94.2379325772782,22.0,193.4852098762144,2.602458847841085,22.532406718841592,17.049730995761035,None,High,Low,0.7008771480798126,Organic,141.39984006347282,Mid,No,26.28968369669076,29.965185265355718,78.16619615110196,343.3869287841666,Uttarakhand,Haridwar,Haridwar,Dhanauri_Cluster,7583.0,Uttam Sugar Mills Ltd,Uttarakhand,2022.0,Rabi,Mid,205.3690729138633
Aug,22.351484404145754,32.86925379767276,29.13107397727144,1140.3236327115592,1060.4641615299513,69.51816994324338,20.952977310418298,8:39,6.917963868785248,4.7669366477597785,20.264001967053858,26.0,0.0,Sandy,7.778963212786691,2.3229766279171233,0.6709561886541863,33.27723843557521,53.12521561565096,29.761232322737385,15.06405955889812,,30.98926840249264,147.25298588580625,107.1514775453142,73.18715709150258,4.61483437640042,9.221154524749455,1.1081472209647272,4.701291503325008,15.06558606063418,High,1958.4140355179156,Flood,10.08437615317633,Good,2023-12-16 06:11:32,2021-01-04 19:24:17,393.0,11.88150195624921,63.5759900365452,64.18786851389015,127259.8306460864,Yes,Chemical,Wet,Straight Row,Yes,Single,Moderate,Co0238,88.04443545266281,19.0,203.3862771893861,4.716959017704253,18.466240183284828,23.806279868132737,Red Rot,High,Medium,0.8505886238482729,DAP,97.72584073559017,Mid,No,24.252247349572308,30.01277923168429,78.03280565007495,257.12967995955205,Uttarakhand,Haridwar,Roorkee,,3504.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Rabi,Mid,233.23572502381782
Aug,,31.777739920149052,28.49796061807592,1703.2060983377532,648.9009023820181,76.68272873007149,27.787017602834908,6:27,12.485210094115493,7.822187877044512,20.102425520305392,24.0,4.0,Alluvial,6.828943824100918,0.3032568592218559,0.6534541487116468,21.068786481214964,56.47765750908296,25.28382557154757,14.659827423302623,58.690952779282384,37.550635216161794,203.64415241827226,92.68004620930155,180.1513702657898,1.138604499165741,,0.6146309028728725,4.369707977932362,7.435111494480067,Low,1478.3671540494597,Drip,14.41092903813809,Good,2021-07-08 08:01:13,2021-03-26 06:34:13,268.0,9.931029966432128,65.16418886639934,141.9630861246438,109318.56125010064,No,Manual,Moist,Straight Row,Yes,Single,Good,Co98014,89.60732297866701,17.0,206.22324791359986,3.125104068229597,22.258189047416394,21.298496049433627,Smut,Medium,High,2.754080858915672,Organic,165.60600575151938,Late,No,42.228514853983576,29.94480634492769,78.00147411627302,344.1931971502527,Uttarakhand,Haridwar,Bhagwanpur,Dhanauri_Cluster,5786.0,Uttam Sugar Mills Ltd,Uttarakhand,2021.0,Rabi,Early,352.69770414058866
Nov,23.647439614218452,30.720601092736946,27.385058785105187,1121.5940294763313,987.6966882489252,60.052428068919106,29.534294829799393,7:21,10.768463992685966,6.244877301257681,21.69483827104146,29.0,1.0,,7.504976792336366,1.0887818195304124,0.8852653076481447,28.90860416004181,27.317816132656908,27.009304881694195,24.395953904843644,68.09200616588835,58.59572020140946,219.0063200448114,119.2121630834875,37.61879997912865,3.5090500645671194,9.425549856891843,1.2697540194646035,4.296138002605043,9.058101543970258,High,823.4858882906454,Sprinkler,12.884720647996858,Saline,2023-07-20 08:30:35,2023-08-19 11:21:41,348.0,6.024549954904455,62.70658424322566,112.01126609473084,88739.73057490673,No,Chemical,Moist,Paired Row,,Single,Poor,Co0238,95.02872655737346,15.0,169.2021027231108,2.089995177515509,12.032983298274033,19.515907619996156,Smut,Medium,High,4.006209262432589,DAP,248.90913436143904,Mid,No,49.12027645506408,30.063939136692717,78.11502876251615,315.16197236383937,Uttarakhand,Haridwar,Roorkee,Manglore_Cluster,5017.0,Uttam Sugar Mills Ltd,Uttarakhand,2018.0,Kharif,Early,257.70732310872086
Jul,18.947008561475236,33.6372353575395,26.698725944044764,1152.3345980776996,414.41331809610375,70.23174401811926,20.06010765030147,6:46,5.190663901410436,4.279267790639381,20.036606992111135,0.0,3.0,Clay,6.543289624092217,,1.1387828454549835,12.344037513610417,20.789825578782008,36.77387978069095,24.33226657064297,103.86414806578392,22.28386426269815,119.69712074926953,46.60104670849659,38.62461032143549,0.5669731758011362,9.15909558109366,1.2690555766745941,6.334071949855419,17.828569324161627,Medium,1116.8852806212276,Sprinkler,15.23514907501648,Saline,2022-02-17 18:09:32,2024-12-16 15:37:34,396.0,8.512608565269188,113.29800811802653,95.54751370134159,79063.49976948628,No,Manual,Moist,Paired Row,Yes,Single,Moderate,Co0238,62.81680249557869,19.0,205.60005108939737,4.074170674516012,19.12654436953086,16.755288718439054,Leaf Scald,High,Low,1.8839763803914489,DAP,206.50227729790507,Mid,Yes,36.8971967384771,,78.28831542831219,265.82658645311545,Uttarakhand,Haridwar,Roorkee,PiranKaliyar_Cluster,891.0,Uttam Sugar Mills Ltd,Uttarakhand,2023.0,Kharif,Mid,89.29126961078377
Feb,22.573845137485335,32.95664745573315,27.537340704280044,,1021.4898822688895,83.6676038384706,26.904331579493658,8:57,5.190921273937496,2.092670645332851,15.105902023544544,0.0,2.0,Sandy,8.288304901385155,0.8528305618717785,1.1146874655068344,25.961726807326393,42.59620722033873,23.91422505229337,28.000195231860513,133.6848652068319,27.519827674052472,119.20644864234085,40.713509085469155,118.27700744908284,3.7239535853038452,4.612244625726974,2.3914464072811015,1.0806956829437462,13.650562938639569,High,602.7038269042666,Flood,14.608827071214607,Saline,2023-04-16 05:49:53,2021-11-10 13:58:04,,12.963097456731116,93.31195975741947,95.7053125648363,73358.33831539543,Yes,Chemical,Dry,Straight Row,No,Split,Good,CoJ64,92.18195116059815,6.0,322.0583461538515,4.100212733721465,21.926952740428195,17.117124771183093,Smut,Medium,High,1.0477740725052964,Urea,231.6310190675295,Late,No,35.15286745679525,30.01045933411283,,342.934709469091,Uttarakhand,Haridwar,Khanpur,Landaura_Cluster,6923.0,Uttam Sugar Mills Ltd,Uttarakhand,2021.0,Kharif,Late,162.22438148807913
Mar,16.88452965928392,27.36353643755986,21.27386416000339,1228.1252565038724,595.4923930341736,50.090119304516946,22.297506211540703,8:02,13.663273721718841,,18.27640081972729,6.0,0.0,Loamy,8.359664182715157,1.5467579728123113,0.8622734906772147,34.49489103728699,56.55786819438772,14.803347271854935,32.4178722410424,175.35378893187675,49.82319191340004,149.64075937496068,45.202268912706295,51.550160840300606,3.802815266523172,3.1949774312830197,0.4356773390761541,2.049526390122251,18.87294804080901,Medium,1037.4965993225708,Flood,11.424715931608564,Moderate,2022-05-24 18:36:22,2023-12-26 04:59:39,323.0,12.455932828938774,98.8341963325385,113.75360071409021,109396.08640819724,Yes,Chemical,Dry,Paired Row,Yes,Split,Moderate,CoJ64,75.64734015421509,7.0,188.09569798584747,4.78407824963776,16.94219657845989,24.09386171376677,,Medium,Medium,8.241839262415256,,220.25080014199798,Mid,Yes,27.07995774990475,30.092046318527206,78.2590693751071,274.7458347588732,Uttarakhand,Haridwar,Haridwar,Bahadrabad_Cluster,2239.0,Uttam Sugar Mills Ltd,Uttarakhand,,Rabi,Mid,244.32477687751708
Jan,7.214110908134996,19.65085172599365,13.703969862753064,1213.7122247231546,508.5953475614708,75.34114868701059,18.54546631058543,8:55,7.8287651811281895,2.8540938239310183,18.546756839633645,25.0,1.0,Loamy,7.089837261954322,1.5105175308605336,1.3473137509805637,23.143944544041595,31.351190484465366,26.878475241685184,30.898515753560048,144.88196060291563,28.655627276615906,52.9515684250228,35.80204751076245,151.30997394060455,0.8002267972610129,2.88047929902359,1.8417729821421607,4.071845645231843,11.335647949183368,Low,1697.4908531771694,Drip,4.53002799188368,Moderate,2023-06-05 17:37:34,2021-09-05 22:57:47,389.0,13.514483718087803,91.06918944781486,67.6601330805503,123419.94945647754,No,Chemical,Wet,Straight Row,Yes,Single,Good,Co0238,90.51313122319507,9.0,194.00396277547236,4.435395894504634,18.330243082342022,20.09520134360178,Smut,Medium,Low,4.262317488641195,Organic,189.16000692891993,Late,Yes,17.310561160937205,,78.06067535803967,252.81848771152673,Uttarakhand,Haridwar,Khanpur,Landaura_Cluster,2650.0,,Uttarakhand,2021.0,Rabi,Early,203.01215310042284
Mar,22.349774055318417,31.912229969372152,28.495342154879012,1917.4360162456344,669.669472704859,87.4730189205915,15.378523283802032,7:20,4.477540243486985,6.7091025007433025,15.942488776439074,11.0,0.0,Alluvial,8.010591242449854,2.395155999917738,1.2687201204816525,38.42758559286486,45.733925841816585,30.94207057941539,33.12694598024533,79.0335902862789,52.207068782463985,169.6077765993715,97.7641115731628,170.09545230266514,3.715595774373831,5.79205915202654,0.2546234739158574,5.353722051748472,12.635297115387216,High,1340.524309222366,Flood,8.921863181353007,Saline,2021-01-03 20:49:29,2022-05-27 17:27:20,346.0,11.987653461693604,60.6261018648638,98.22223670865102,74189.47525461935,Yes,Manual,Moist,Circular,Yes,Single,Moderate,CoJ64,62.99377028871419,,256.0302420532519,,14.900260515718312,16.508427501416012,Leaf Scald,Medium,Medium,2.7768168923161873,Urea,147.99470441484962,,Yes,48.47419720364358,30.108342170517858,78.24917020753448,,Uttarakhand,,Bhagwanpur,Dhanauri_Cluster,1615.0,Uttam Sugar Mills Ltd,Uttarakhand,2023.0,Kharif,Late,458.40955184923035
Apr,29.82563568110201,41.124922969189804,34.94256942643932,1645.7443842083185,1122.5220089618347,57.20773547599497,25.487947100292818,5:04,9.442849343759809,2.281978299817096,13.459396429332163,,7.0,Loamy,6.049587561580539,2.2707848698015716,1.4104212627586283,11.054450175188821,30.293665481631766,35.97067648391808,19.415647024428953,197.41967745006443,28.603869466943827,186.45449991985984,113.39852012340071,106.34012609562001,4.257061086416363,,0.2602789777967212,3.7771714536155105,7.536376507653356,Medium,1782.570862753411,Drip,8.909333983883418,Good,,2023-07-11 16:00:24,298.0,7.9885312810370745,104.78541091619762,80.80204858131239,141568.10124041906,No,Manual,Wet,Circular,No,Split,Moderate,CoJ64,86.76464817926028,22.0,307.23078240618287,2.1620214198125405,14.585815059017776,23.58701342330233,Red Rot,High,Medium,9.64466979084329,Organic,75.55286311823082,Late,No,21.314347530023767,30.126435088776258,78.24000958561831,293.5459122965903,Uttarakhand,Haridwar,Laksar,Bahadrabad_Cluster,9020.0,Uttam Sugar Mills Ltd,,2018.0,Rabi,Late,289.2638625901262
Aug,28.087223871568284,,32.521286995435716,1243.6432664111423,745.4963116899754,51.64351131869701,,9:48,6.6534091474919315,3.5969289227145884,24.408104073726705,16.0,8.0,Loamy,7.081827590338312,0.34679018686404817,0.6947179510066004,13.842668162871117,22.562088219281556,19.751795828224783,33.7290364837048,157.88397798515396,48.958434169593374,175.11137043854083,118.03497053489981,57.35508635093156,4.114421001657126,2.5236364029018024,0.9737370133249557,3.887466084098403,27.592320611927168,,964.649109205066,Flood,7.069979817914075,Saline,2023-09-30 11:04:50,,347.0,14.17890407893938,95.21057395528989,131.2672114174562,101395.77984165281,Yes,Chemical,Moist,Straight Row,No,Split,Moderate,Co0238,95.84987046734463,6.0,173.75834588309428,,10.251160812449363,20.988904843466415,Red Rot,Medium,High,8.42606475443154,Organic,130.94106081568668,Early,Yes,26.086691117298436,30.17168181784792,78.26926537490196,332.4612712649339,Uttarakhand,Haridwar,Bhagwanpur,Narsan_Cluster,4465.0,Uttam Sugar Mills Ltd,Uttarakhand,2024.0,Rabi,Mid,209.20162355887686
Mar,21.932851198233504,32.32931110043255,28.969579304235346,1243.916005508147,430.93070894247995,81.28526897831425,27.56930331748599,9:18,9.992196664855463,6.915387667428867,11.192607430260932,17.0,9.0,Sandy,,2.46815964336181,0.3428481137344366,31.488324407011238,50.8548900855901,11.941610466903715,21.64969513451524,65.14531456434372,28.3668191329794,111.27055233421092,34.77239628053415,161.29859991781836,4.1990507424177705,2.3605503402906507,1.1385052105278006,1.092199081583367,27.66382971549467,Medium,734.6719695047007,Drip,17.592313166168363,Saline,2021-12-23 00:11:06,2022-11-13 17:26:37,370.0,10.19798492553053,68.07385765377178,121.2852151010697,,No,Chemical,Wet,Circular,No,Split,Poor,Co98014,90.1742340838515,10.0,249.93821873574382,3.065830863347757,11.245102859044703,24.383927011572897,Red Rot,Medium,Low,6.2966102015907675,Urea,161.67455460546716,Early,Yes,33.65222842355968,29.860129228126873,78.26315622563561,347.82778086258577,Uttarakhand,Haridwar,Roorkee,Narsan_Cluster,821.0,Uttam Sugar Mills Ltd,Uttarakhand,2021.0,Rabi,Late,427.7959877080122
Jul,21.802583747557705,35.99840756944965,29.574430558698882,1247.9659732205726,694.7178961768172,59.50851281011019,16.211386349134322,5:23,12.802874037378766,5.686744861625604,11.691033152109483,25.0,5.0,Sandy,8.282204566944003,0.34029507125717257,1.2636964096333436,17.120853878172017,30.5534197625579,14.742090974804917,16.120613088333897,77.37569589761873,47.80211665685142,219.1174202288412,21.890138297580346,128.43542673851442,3.4284446055810065,4.164254379135026,1.4455577798726165,1.0212210627325076,19.826693054303703,Medium,1448.6250533229932,Flood,9.202410155031556,Good,2020-08-04 07:27:48,2024-09-21 04:53:51,268.0,14.712289497424466,111.49762846301374,60.11536107147788,61332.10837360084,Yes,Manual,Moist,Straight Row,Yes,Split,Poor,Co98014,62.79484343064069,14.0,154.67650223406116,2.1988539573650625,11.548416497440432,24.48070558649129,Leaf Scald,,High,3.4128977866075783,Organic,120.51981842764282,Mid,No,37.21708642164795,30.186336291446334,78.02674338664222,246.9014978405964,Uttarakhand,Haridwar,Haridwar,Jwalapur_Cluster,7961.0,Uttam Sugar Mills Ltd,Uttarakhand,2022.0,Rabi,Late,301.10078377442386
